CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,LTV_Score
13363.0,18,2,992.5,4,2,3,423,Potential Loyalist,0,0.14661058162752735
13364.0,71,1,134.95999999999998,2,1,1,211,Other,0,0.12208400038612818
13365.0,34,2,2225.37,3,2,4,324,Big Spender,0,0.14237622960654844
13366.0,50,1,56.160000000000004,3,1,1,311,Other,0,0.13038842789250707
13368.0,257,2,623.4,1,2,2,122,Other,1,0.049839349739061574
13369.0,366,1,308.28000000000003,1,1,2,112,Other,1,0.0037605691921364054
13370.0,372,1,754.87,1,1,3,113,Other,1,0.002144607022748858
13372.0,90,1,378.64,2,1,2,212,Other,0,0.11487807845585393
13373.0,61,3,3312.25,2,3,4,234,Big Spender,0,0.13514046916068417
13375.0,89,1,778.65,2,1,3,213,Other,0,0.1159940111640939
13376.0,99,3,1019.76,2,3,3,233,Other,0,0.11576819082542565
13379.0,26,3,572.56,3,3,2,332,Other,0,0.14432676422732654
13381.0,32,6,3639.31,3,4,4,344,Big Spender,0,0.15243435859079923
13382.0,281,1,222.99,1,1,1,111,Other,1,0.037790681194324285
13384.0,31,7,4151.93,3,4,4,344,Big Spender,0,0.15543392773184514
13385.0,330,1,534.57,1,1,2,112,Other,1,0.018641578573606037
13388.0,131,2,677.1,2,2,3,223,Other,0,0.10060541466075834
13389.0,11,3,797.96,4,3,3,433,Potential Loyalist,0,0.15076114525586456
13390.0,75,1,544.08,2,1,2,212,Other,0,0.12120546534762065
13391.0,204,1,59.8,1,1,1,111,Other,1,0.06846462829417685
13394.0,2,8,2520.02,4,4,4,444,Champions,0,0.16586679705440066
13395.0,185,1,307.72,1,1,2,112,Other,1,0.07654777366735899
13396.0,29,2,1360.99,3,2,3,323,Other,0,0.14284453198711244
13397.0,73,5,1544.13,2,4,3,243,Other,0,0.13052503857356157
13398.0,192,1,457.34,1,1,2,112,Other,1,0.07399974596539712
13402.0,127,2,621.23,2,2,2,222,Other,0,0.10211429791164829
13403.0,18,1,75.0,4,1,1,411,Potential Loyalist,0,0.14329067917160893
13404.0,1,2,252.49,4,2,1,421,Potential Loyalist,0,0.15212655023932148
13405.0,74,3,572.451,2,3,2,232,Other,0,0.12502362066331435
13408.0,2,62,28117.04,4,4,4,444,Champions,2,0.30240814996226195
13410.0,24,5,1003.06,3,4,3,343,Other,0,0.14926463344832186
13411.0,107,1,213.55,2,1,1,211,Other,0,0.10774702656868164
13414.0,134,3,1390.5,2,3,3,233,Other,0,0.1023546816109464
13416.0,44,2,712.5,3,2,3,323,Other,0,0.13565517848815156
13417.0,5,2,640.83,4,2,2,422,Potential Loyalist,0,0.15121093484454134
13418.0,12,18,6127.43,4,4,4,444,Champions,0,0.18510942582792334
13419.0,64,1,221.06,2,1,1,211,Other,0,0.1250526528032289
13420.0,150,2,159.85,1,2,1,121,Other,1,0.09204167004046804
13421.0,40,2,1851.08,3,2,4,324,Big Spender,0,0.13929546845462593
13422.0,64,1,2626.3,2,1,4,214,Big Spender,0,0.1293446237426506
13425.0,108,3,1624.21,2,3,3,233,Other,0,0.11322748370644059
13426.0,1,10,3641.32,4,4,4,444,Champions,0,0.17163520245193697
13427.0,19,3,582.6,3,3,2,332,Other,0,0.14715969326145822
13428.0,10,1,218.47,4,1,1,411,Potential Loyalist,0,0.14676384883625399
13429.0,11,4,1006.8,4,3,3,433,Potential Loyalist,0,0.15281649692852206
13430.0,19,2,679.45,3,2,3,323,Other,0,0.14564982253725986
13431.0,67,2,1269.1,2,2,3,223,Other,0,0.1273990598122751
13434.0,74,2,534.24,2,2,2,222,Other,0,0.12327274368317094
13435.0,5,7,3809.8900000000003,4,4,4,444,Champions,0,0.16527934700135438
13436.0,2,1,196.89,4,1,1,411,Potential Loyalist,0,0.14994249911674132
13437.0,14,7,3408.06,4,4,4,444,Champions,0,0.1609430084622527
13439.0,255,1,283.71,1,1,1,111,Other,1,0.04835479556933714
13441.0,92,1,296.64,2,1,1,211,Other,0,0.11392746604278471
13447.0,23,3,1129.14,3,3,3,333,Other,0,0.14652637393801254
13448.0,17,6,3539.37,4,4,4,444,Champions,0,0.15828819471511504
13449.0,24,1,291.88,3,1,1,311,Other,0,0.1412648166827129
13450.0,27,6,2043.7199999999998,3,4,4,344,Big Spender,0,0.1515978713991731
13451.0,26,5,2976.15,3,4,4,344,Big Spender,0,0.15198117548050394
13452.0,259,2,590.0,1,2,2,122,Other,1,0.04897546039215452
13453.0,166,2,356.97999999999996,1,2,2,122,Other,1,0.08595911743210632
13455.0,25,2,1058.34,3,2,3,323,Other,0,0.14391305477982339
13456.0,18,6,1766.72,4,4,4,444,Champions,0,0.154722888559615
13458.0,7,14,9646.57,4,4,4,444,Champions,0,0.18666902266049978
13460.0,29,2,183.44,3,2,1,321,Other,0,0.1407432820579095
13461.0,39,3,1445.0,3,3,3,333,Other,0,0.14065568613717006
13462.0,253,1,151.5,1,1,1,111,Other,1,0.048923166253957824
13464.0,58,1,674.68,2,1,3,213,Other,0,0.12827497240862148
13466.0,184,1,307.9,1,1,2,112,Other,1,0.0769502396360183
13467.0,11,2,1083.71,4,2,3,423,Potential Loyalist,0,0.1495883524575517
13468.0,2,37,5704.97,4,4,4,444,Champions,2,0.22034817911272858
13470.0,99,2,165.0,2,2,1,221,Other,0,0.11256024320841695
13471.0,1,4,2531.58,4,3,4,434,Potential Loyalist,0,0.15955880055140442
13473.0,61,2,422.64,2,2,2,222,Other,0,0.1283014838650728
13474.0,236,1,229.59,1,1,1,111,Other,1,0.05589897314614846
13475.0,191,4,1431.78,1,3,3,133,Other,1,0.08118878298139579
13476.0,179,2,1238.47,1,2,3,123,Other,1,0.08230418839027838
13477.0,38,6,1454.58,3,4,3,343,Other,0,0.14612300262606523
13479.0,201,2,300.95,1,2,1,121,Other,1,0.071784069062359
13481.0,46,5,1804.56,3,4,4,344,Big Spender,0,0.14184766528331064
13482.0,232,1,184.64,1,1,1,111,Other,1,0.05742734232054645
13483.0,66,1,140.34,2,1,1,211,Other,0,0.12410432445445364
13484.0,241,1,313.8,1,1,2,112,Other,1,0.054038515734149514
13485.0,233,1,454.24,1,1,2,112,Other,1,0.05750627859034867
13486.0,78,3,1122.41,2,3,3,233,Other,0,0.12439640228972891
13487.0,58,3,575.4,2,3,2,232,Other,0,0.131463199287204
13488.0,17,13,8968.31,4,4,4,444,Champions,0,0.179754578375349
13489.0,105,4,449.52,2,3,2,232,Other,0,0.11402046385744072
13491.0,52,10,1215.82,2,4,3,243,Other,0,0.14679769567934597
13492.0,136,3,1269.84,2,3,3,233,Other,0,0.10133508331849797
13493.0,275,2,618.63,1,2,2,122,Other,1,0.0425922321325927
13494.0,312,1,316.26000000000005,1,1,2,112,Other,1,0.025490626599839177
13495.0,8,5,2044.8700000000001,4,4,4,444,Champions,0,0.15755798185073622
13496.0,11,2,653.33,4,2,2,422,Potential Loyalist,0,0.14882037152720448
13497.0,283,2,348.05,1,2,2,122,Other,1,0.03889224417700373
13499.0,18,5,1159.11,4,4,3,443,Potential Loyalist,0,0.15195596163812033
13500.0,23,3,1166.77,3,3,3,333,Other,0,0.1465935218594052
13501.0,288,1,1340.32,1,1,3,113,Other,1,0.03696945963137049
13502.0,17,3,292.0,4,3,1,431,Potential Loyalist,0,0.1474454288339508
13503.0,71,1,216.85,2,1,1,211,Other,0,0.1222301269681862
13504.0,64,1,295.93,2,1,1,211,Other,0,0.12518625272017458
13505.0,73,4,4393.63,2,3,4,234,Big Spender,0,0.13392706595782608
13506.0,316,2,458.52,1,2,2,122,Other,1,0.025818592152233092
13507.0,3,4,2479.16,4,3,4,434,Potential Loyalist,0,0.15866097143662897
13508.0,244,1,110.97,1,1,1,111,Other,1,0.0524701464484608
13509.0,9,7,979.72,4,4,3,443,Potential Loyalist,0,0.1586205411606153
13510.0,1,4,1791.56,4,3,4,434,Potential Loyalist,0,0.15823829019294086
13512.0,261,1,251.21,1,1,1,111,Other,1,0.04588393311666494
13513.0,127,1,205.1,2,1,1,211,Other,0,0.09968905273313164
13514.0,74,1,152.20000000000002,2,1,1,211,Other,0,0.12090832956073388
13515.0,73,4,891.12,2,3,3,233,Other,0,0.12767709874663966
13516.0,21,3,1389.41,3,3,3,333,Other,0,0.14779509583677578
13517.0,60,3,2128.42,2,3,4,234,Big Spender,0,0.1334301578131568
13518.0,86,1,659.4399999999999,2,1,2,212,Other,0,0.11698772414881829
13519.0,78,1,122.75,2,1,1,211,Other,0,0.11924719914924813
13520.0,59,6,3624.35,2,4,4,244,Big Spender,0,0.14154975474217835
13521.0,1,3,1093.65,4,3,3,433,Potential Loyalist,0,0.15531022967320657
13522.0,30,1,125.80000000000001,3,1,1,311,Other,0,0.13855559070786083
13523.0,33,5,3964.88,3,4,4,344,Big Spender,0,0.15093047683301405
13524.0,41,5,680.1800000000001,3,4,3,343,Other,0,0.14185201710415932
13525.0,15,2,628.78,4,2,2,422,Potential Loyalist,0,0.14716798479934412
13527.0,34,7,2287.51,3,4,4,344,Big Spender,0,0.15090057532878196
13529.0,79,2,307.76,2,2,2,222,Other,0,0.1208578831965645
13531.0,205,2,483.8,1,2,2,122,Other,1,0.07050177212713309
13532.0,34,1,210.31,3,1,1,311,Other,0,0.13709781339554875
13533.0,183,3,270.79,1,3,1,131,Other,1,0.08065154900324766
13534.0,2,25,5870.08,4,4,4,444,Champions,2,0.20045049787009242
13536.0,1,7,3448.29,4,4,4,444,Champions,0,0.16624267792677602
13538.0,43,7,1280.85,3,4,3,343,Other,0,0.1454849628780164
13539.0,86,3,631.34,2,3,2,232,Other,0,0.12030296641524907
13544.0,40,2,291.41,3,2,1,321,Other,0,0.13651235395665987
13546.0,12,3,626.99,4,3,2,432,Potential Loyalist,0,0.1500539173022292
13548.0,96,2,682.41,2,2,3,223,Other,0,0.11468995698285661
13549.0,26,7,918.2,3,4,3,343,Other,0,0.1516743021944804
13551.0,319,1,91.80000000000001,1,1,1,111,Other,1,0.022275081107960754
13552.0,66,12,3740.07,2,4,4,244,Big Spender,0,0.14903738887108436
13555.0,74,4,4149.28,2,3,4,234,Big Spender,0,0.13308889688083722
13557.0,28,2,584.06,3,2,2,322,Other,0,0.14186030326553958
13558.0,6,4,605.06,4,3,2,432,Potential Loyalist,0,0.15411034579734254
13560.0,7,1,174.37,4,1,1,411,Potential Loyalist,0,0.14789158999997923
13561.0,216,1,141.85999999999999,1,1,1,111,Other,1,0.06378532096310838
13562.0,82,3,1799.33,2,3,4,234,Big Spender,0,0.12399573632772816
13563.0,84,2,777.53,2,2,3,223,Other,0,0.11968542877611876
13564.0,144,3,1749.02,1,3,4,134,Big Spender,0,0.09897298602310958
13565.0,19,2,240.22,3,2,1,321,Other,0,0.14486604944363005
13566.0,41,2,874.71,3,2,3,323,Other,0,0.1371510644210109
13568.0,173,1,192.85,1,1,1,111,Other,1,0.08116853400664184
13569.0,17,2,373.75,4,2,2,422,Potential Loyalist,0,0.14590861328878435
13570.0,243,1,239.49,1,1,1,111,Other,1,0.053101625551096494
13571.0,13,12,2092.32,4,4,4,444,Champions,0,0.1674107751211406
13572.0,206,1,1384.25,1,1,3,113,Other,1,0.07002372074538302
13573.0,50,2,294.4,3,2,1,321,Other,0,0.13249624166691695
13575.0,23,5,732.0699999999999,3,4,3,343,Other,0,0.14918321682745042
13576.0,10,18,6717.34,4,4,4,444,Champions,0,0.18696636565939642
13577.0,25,4,1687.6000000000001,3,3,4,334,Big Spender,0,0.14840130681523284
13579.0,15,2,467.04,4,2,2,422,Potential Loyalist,0,0.14687937186269662
13581.0,309,1,118.0,1,1,1,111,Other,1,0.026343280770157844
13583.0,156,1,781.03,1,1,3,113,Other,1,0.08905455836423702
13584.0,307,1,142.4,1,1,1,111,Other,1,0.027191110289997825
13587.0,64,1,712.4,2,1,3,213,Other,0,0.12592941229557703
13588.0,16,9,2478.95,4,4,4,444,Champions,0,0.16184617620825875
13589.0,15,2,379.65,4,2,2,422,Potential Loyalist,0,0.14672343094187537
13590.0,11,6,1981.92,4,4,4,444,Champions,0,0.15792191027386665
13591.0,65,3,1117.13,2,3,3,233,Other,0,0.12961486256204974
13592.0,36,4,247.95999999999998,3,3,1,331,Other,0,0.14140878438428697
13593.0,108,5,2037.0800000000002,2,4,4,244,Big Spender,0,0.11732960396640083
13594.0,53,1,396.97,2,1,2,212,Other,0,0.12979014353867846
13596.0,6,2,697.04,4,2,3,423,Potential Loyalist,0,0.15090909261458335
13598.0,47,1,180.17000000000002,3,1,1,311,Other,0,0.13181614878159287
13599.0,1,21,5153.67,4,4,4,444,Champions,0,0.19284349333265022
13600.0,312,1,219.52,1,1,1,111,Other,1,0.02531800130312049
13601.0,45,2,693.32,3,2,3,323,Other,0,0.13521880844012843
13602.0,65,1,428.89,2,1,2,212,Other,0,0.12502136512659412
13603.0,26,1,164.34,3,1,1,311,Other,0,0.14023294154468433
13606.0,29,3,280.53999999999996,3,3,1,331,Other,0,0.14259924205540317
13607.0,40,1,678.01,3,1,3,313,Other,0,0.13551952044275964
13610.0,12,7,1131.88,4,4,3,443,Potential Loyalist,0,0.15768562498720864
13611.0,89,3,1171.8,2,3,3,233,Other,0,0.12006094255852495
13614.0,24,4,1610.46,3,3,3,333,Other,0,0.14866580102513371
13615.0,319,1,417.69,1,1,2,112,Other,1,0.022856607446059298
13617.0,40,3,544.18,3,3,2,332,Other,0,0.13864609542965692
13618.0,174,1,177.34,1,1,1,111,Other,1,0.08073871279921163
13621.0,117,1,213.85,2,1,1,211,Other,0,0.10372611417507091
13623.0,31,5,747.78,3,4,3,343,Other,0,0.14599409197086488
13626.0,253,1,257.23,1,1,1,111,Other,1,0.049111833533491286
13627.0,59,5,1638.47,2,4,3,243,Other,0,0.13632340805938054
13629.0,23,11,7792.36,3,4,4,344,Big Spender,0,0.17187793027842116
13630.0,5,7,2031.78,4,4,4,444,Champions,0,0.1621064426562183
13631.0,100,11,3070.42,2,4,4,244,Big Spender,0,0.13248683395632996
13632.0,25,5,2121.27,3,4,4,344,Big Spender,0,0.15085785081227798
13634.0,33,5,1575.16,3,4,3,343,Other,0,0.14666620017315687
13635.0,68,1,1071.03,2,1,3,213,Other,0,0.12496078162722325
13636.0,37,5,949.12,3,4,3,343,Other,0,0.14394049951389976
13637.0,52,3,810.5,2,3,3,233,Other,0,0.13429558629140823
13638.0,16,1,122.64,4,1,1,411,Potential Loyalist,0,0.14417997873378652
13639.0,74,1,1033.34,2,1,3,213,Other,0,0.12248065800760906
13642.0,216,1,354.8,1,1,2,112,Other,1,0.06416529647151521
13643.0,31,3,519.44,3,3,2,332,Other,0,0.14222125169853644
13644.0,16,4,2624.26,4,3,4,434,Potential Loyalist,0,0.15369200949992118
13645.0,120,1,252.1,2,1,1,211,Other,0,0.10258793412375207
13647.0,10,4,1678.1200000000001,4,3,4,434,Potential Loyalist,0,0.15441656204582496
13649.0,257,2,346.6,1,2,2,122,Other,1,0.049345420835487736
13650.0,17,6,1836.34,4,4,4,444,Champions,0,0.15524926501622288
13651.0,35,2,94.2,3,2,1,321,Other,0,0.13817117131770562
13652.0,46,3,1095.08,3,3,3,333,Other,0,0.13721626665597672
13654.0,43,6,2707.33,3,4,4,344,Big Spender,0,0.14634771747194986
13655.0,114,2,932.97,2,2,3,223,Other,0,0.10789845667028046
13656.0,165,2,379.65,1,2,2,122,Other,1,0.086401715124181
13657.0,11,2,382.14,4,2,2,422,Potential Loyalist,0,0.1483364532491691
13658.0,10,5,2639.17,4,4,4,444,Champions,0,0.15781417622049573
13659.0,206,2,1573.2,1,2,3,123,Other,1,0.07204358020022227
13662.0,86,3,897.76,2,3,3,233,Other,0,0.12077837298493888
13663.0,179,1,189.47,1,1,1,111,Other,1,0.07874963401665779
13666.0,60,3,84.65,2,3,1,231,Other,0,0.12978320306150545
13667.0,149,1,305.02,1,1,1,111,Other,1,0.09102016751548551
13668.0,3,21,6363.59,4,4,4,444,Champions,0,0.1941982155623018
13669.0,51,2,218.55,3,2,1,321,Other,0,0.13195874824112822
13670.0,75,1,349.7,2,1,2,212,Other,0,0.12085860877147657
13672.0,301,2,186.39000000000001,1,2,1,121,Other,1,0.03136516809625128
13673.0,19,2,396.92,3,2,2,322,Other,0,0.14514566887712
13675.0,151,2,486.82000000000005,1,2,2,122,Other,1,0.09222297878569667
13678.0,152,1,232.6,1,1,1,111,Other,1,0.0896845051239986
13680.0,1,4,3722.42,4,3,4,434,Potential Loyalist,0,0.16168376549190971
13681.0,18,4,827.83,4,3,3,433,Potential Loyalist,0,0.14968212494034153
13682.0,187,1,59.5,1,1,1,111,Other,1,0.07530055409261333
13684.0,286,1,67.23,1,1,1,111,Other,1,0.035502015259960405
13685.0,3,7,3119.44,4,4,4,444,Champions,0,0.1648515801457617
13686.0,183,1,72.0,1,1,1,111,Other,1,0.07693143849645609
13689.0,63,1,910.0,2,1,3,213,Other,0,0.12668415949307862
13690.0,59,1,172.25,2,1,1,211,Other,0,0.1269762788683583
13692.0,25,3,1488.32,3,3,3,333,Other,0,0.146363014247771
13694.0,4,50,65039.62,4,4,4,444,Champions,2,0.3472971360223847
13695.0,31,15,2504.13,3,4,4,344,Big Spender,0,0.16595509029992636
13697.0,39,1,151.29999999999998,3,1,1,311,Other,0,0.13498179060215587
13699.0,155,1,308.58000000000004,1,1,2,112,Other,1,0.08861365143659537
13700.0,26,10,2265.12,3,4,4,344,Big Spender,0,0.1591258571479102
13703.0,318,1,99.5,1,1,1,111,Other,1,0.022690965954347206
13704.0,5,9,2308.06,4,4,4,444,Champions,0,0.1659648282740573
13705.0,8,3,711.86,4,3,3,433,Potential Loyalist,0,0.15181394055994352
13706.0,303,1,330.79,1,1,2,112,Other,1,0.02913585724748801
13707.0,267,2,806.41,1,2,3,123,Other,1,0.046144469679164635
13708.0,271,1,296.88,1,1,1,111,Other,1,0.041943980095724545
13709.0,4,13,6328.05,4,4,4,444,Champions,0,0.18027111385598274
13710.0,32,1,180.48,3,1,1,311,Other,0,0.13784887353518346
13711.0,219,2,252.06,1,2,1,121,Other,1,0.06445822261475688
13712.0,247,1,228.84,1,1,1,111,Other,1,0.05147404233392861
13715.0,281,5,1079.34,1,4,3,143,Other,1,0.046049542970525076
13716.0,269,1,138.28,1,1,1,111,Other,1,0.04246525979853413
13717.0,32,6,1445.01,3,4,3,343,Other,0,0.148518794309325
13718.0,246,2,306.55,1,2,1,121,Other,1,0.05369754709833687
13719.0,15,5,1041.68,4,4,3,443,Potential Loyalist,0,0.15295285089975358
13720.0,117,4,799.9,2,3,3,233,Other,0,0.10981995350399844
13721.0,36,1,524.14,3,1,2,312,Other,0,0.13685353002114148
13722.0,132,3,2375.41,2,3,4,234,Big Spender,0,0.10491646940814078
13723.0,217,1,199.85000000000002,1,1,1,111,Other,1,0.06348665501005922
13725.0,50,8,1980.56,3,4,4,344,Big Spender,0,0.14560122195833838
13726.0,39,2,1079.6599999999999,3,2,3,323,Other,0,0.13832107191606857
13727.0,29,2,333.48,3,2,2,322,Other,0,0.14101101721936982
13728.0,37,6,1016.14,3,4,3,343,Other,0,0.14574278400048482
13730.0,136,2,752.6,2,2,3,223,Other,0,0.09872941490500894
13731.0,219,2,610.59,1,2,2,122,Other,1,0.065097992592352
13732.0,28,1,491.86,3,1,2,312,Other,0,0.1400130869516713
13735.0,25,4,2885.2400000000002,3,3,4,334,Big Spender,0,0.15053840584729994
13736.0,5,2,731.9,4,2,3,423,Potential Loyalist,0,0.15137344245020778
13737.0,200,1,339.59999999999997,1,1,2,112,Other,1,0.07057248956191156
13739.0,18,1,216.9,4,1,1,411,Potential Loyalist,0,0.1435438891116997
13740.0,241,1,350.75,1,1,2,112,Other,1,0.05410445024638598
13741.0,72,3,668.4300000000001,2,3,2,232,Other,0,0.12599917755666917
13742.0,17,12,3131.02,4,4,4,444,Champions,0,0.1676556785187314
13743.0,3,7,1341.6,4,4,3,443,Potential Loyalist,0,0.16167915759543763
13744.0,95,2,1156.36,2,2,3,223,Other,0,0.11593783009257869
13745.0,162,1,300.04,1,1,1,111,Other,1,0.08578339904030821
13747.0,374,1,79.6,1,1,1,111,Other,1,0.00013534865367079287
13748.0,96,5,948.25,2,4,3,243,Other,0,0.12021240550899015
13750.0,54,5,1647.26,2,4,3,243,Other,0,0.13834981701773919
13751.0,288,1,296.25,1,1,1,111,Other,1,0.03510639478182448
13752.0,124,6,1186.28,2,4,3,243,Other,0,0.11105979093479885
13753.0,288,1,741.26,1,1,3,113,Other,1,0.035900481853281825
13754.0,152,2,282.59999999999997,1,2,1,121,Other,1,0.09145641869317463
13755.0,4,9,2161.35,4,4,4,444,Champions,0,0.16610518002072977
13756.0,2,14,5189.52,4,4,4,444,Champions,0,0.18072647405116993
13758.0,12,7,3190.55,4,4,4,444,Champions,0,0.16135916767478217
13759.0,33,2,659.4100000000001,3,2,2,322,Other,0,0.13998403584600572
13760.0,54,2,286.79,2,2,1,221,Other,0,0.1308740831024473
13761.0,50,2,1070.65,3,2,3,323,Other,0,0.1338814017514516
13762.0,219,1,306.72,1,1,1,111,Other,1,0.06287306699011858
13763.0,63,1,1714.96,2,1,4,214,Big Spender,0,0.1281205504259572
13764.0,71,3,1521.76,2,3,3,233,Other,0,0.12792402591002505
13767.0,2,37,17220.36,4,4,4,444,Champions,2,0.2408965315582673
13769.0,2,10,2796.51,4,4,4,444,Champions,0,0.16972555740153789
13771.0,64,4,2634.45,2,3,4,234,Big Spender,0,0.13440724373134938
13772.0,34,3,1132.13,3,3,3,333,Other,0,0.14210811687615166
13774.0,82,1,345.0,2,1,2,212,Other,0,0.11803520856807137
13777.0,1,33,25977.16,4,4,4,444,Champions,2,0.25019376195082765
13778.0,103,1,178.7,2,1,1,211,Other,0,0.10929341843789935
13780.0,7,2,360.01,4,2,2,422,Potential Loyalist,0,0.14990554300730827
13781.0,251,1,127.84,1,1,1,111,Other,1,0.04968523629725966
13782.0,13,6,912.0,4,4,3,443,Potential Loyalist,0,0.15520842848789762
13784.0,10,11,2462.79,4,4,4,444,Champions,0,0.16759559314463962
13786.0,367,1,230.39999999999998,1,1,1,111,Other,1,0.003219453383131411
13787.0,76,2,309.04,2,2,2,222,Other,0,0.12206660157721236
13790.0,4,1,348.8,4,1,2,412,Potential Loyalist,0,0.1494092816091452
13791.0,128,2,1516.0,2,2,3,223,Other,0,0.10330880330228596
13792.0,66,2,195.55,2,2,1,221,Other,0,0.12588553487907628
13798.0,1,57,37153.85,4,4,4,444,Champions,2,0.3105223449556911
13799.0,117,2,688.86,2,2,3,223,Other,0,0.10625642631111079
13800.0,310,1,558.32,1,1,2,112,Other,1,0.026726854115170052
13801.0,67,1,324.8,2,1,2,212,Other,0,0.1240313347602014
13802.0,139,3,4599.42,2,3,4,234,Big Spender,0,0.10607003555836292
13803.0,255,1,277.07,1,1,1,111,Other,1,0.0483429469858121
13804.0,31,7,2635.79,3,4,4,344,Big Spender,0,0.1527284892641268
13805.0,52,2,924.6,2,2,3,223,Other,0,0.13281649690242175
13806.0,64,1,256.38,2,1,1,211,Other,0,0.12511567870234097
13807.0,367,1,112.6,1,1,1,111,Other,1,0.0030092480910757827
13808.0,6,5,1747.66,4,4,4,444,Champions,0,0.15783192237246066
13809.0,305,1,155.05,1,1,1,111,Other,1,0.028017972813389126
13810.0,29,3,1499.01,3,3,3,333,Other,0,0.14477351066500438
13811.0,184,3,814.5,1,3,3,133,Other,1,0.0812196140727559
13812.0,42,3,539.0,3,3,2,332,Other,0,0.1378325625627313
13813.0,40,4,1366.8600000000001,3,3,3,333,Other,0,0.14179679868529768
13814.0,92,2,1579.12,2,2,3,223,Other,0,0.11789864801902966
13815.0,22,4,4027.36,3,3,4,334,Big Spender,0,0.15378286790696935
13816.0,24,2,571.6700000000001,3,2,2,322,Other,0,0.14344677332541575
13817.0,29,2,382.98,3,2,2,322,Other,0,0.1410993462682387
13819.0,302,3,1140.35,1,3,3,133,Other,1,0.034347985923925684
13821.0,145,2,385.64,1,2,2,122,Other,1,0.094455299273666
13822.0,6,2,632.0,4,2,2,422,Potential Loyalist,0,0.15079303359764534
13823.0,19,2,957.66,3,2,3,323,Other,0,0.14614626748040754
13824.0,33,5,1698.94,3,4,4,344,Big Spender,0,0.14688707632808595
13826.0,176,1,189.5,1,1,1,111,Other,1,0.07995612186576856
13827.0,58,3,412.05,2,3,2,232,Other,0,0.13117171342593673
13828.0,22,1,209.49,3,1,1,311,Other,0,0.14192208743227594
13831.0,16,6,2202.99,4,4,4,444,Champions,0,0.1563056692988009
13832.0,19,1,52.199999999999996,3,1,1,311,Other,0,0.1428478495042544
13833.0,159,1,384.8,1,1,2,112,Other,1,0.0871410812391293
13835.0,25,4,834.57,3,3,3,333,Other,0,0.14687913856156382
13837.0,212,2,271.24,1,2,1,121,Other,1,0.06730746129548779
13838.0,6,4,691.73,4,3,3,433,Potential Loyalist,0,0.1542650019319984
13841.0,253,1,85.0,1,1,1,111,Other,1,0.04880450197618449
13842.0,59,9,3385.62,2,4,4,244,Big Spender,0,0.14617183583017515
13844.0,11,1,361.62,4,1,2,412,Potential Loyalist,0,0.14661714453576388
13845.0,65,1,312.98,2,1,2,212,Other,0,0.12481453239822256
13846.0,25,3,865.0600000000001,3,3,3,333,Other,0,0.14525085337912425
13848.0,92,3,1255.0,2,3,3,233,Other,0,0.11900297242127995
13849.0,52,2,1537.95,2,2,3,223,Other,0,0.13391097411704247
13850.0,129,1,1595.48,2,1,3,213,Other,0,0.10136579233973021
13851.0,96,3,2651.46,2,3,4,234,Big Spender,0,0.11988627178903905
13853.0,57,1,1090.14,2,1,3,213,Other,0,0.1294184744866599
13854.0,9,25,8109.5199999999995,4,4,4,444,Champions,2,0.20163159770160843
13856.0,169,3,388.5,1,3,2,132,Other,1,0.08649162050668407
13858.0,57,1,216.17,2,1,1,211,Other,0,0.1278589403686815
13859.0,326,1,201.16,1,1,1,111,Other,1,0.01965521244625219
13860.0,1,5,1245.9,4,4,3,443,Potential Loyalist,0,0.15894729302980912
13862.0,18,8,2209.36,4,4,4,444,Champions,0,0.15887813115866264
13863.0,248,1,305.78,1,1,1,111,Other,1,0.05120919123898179
13865.0,58,4,501.56,2,3,2,232,Other,0,0.1330141296359372
13866.0,74,1,145.67000000000002,2,1,1,211,Other,0,0.1208966772639841
13867.0,31,3,1015.29,3,3,3,333,Other,0,0.14310605894867043
13868.0,7,2,3192.54,4,2,4,424,Potential Loyalist,0,0.1549599810031175
13869.0,123,4,3104.95,2,3,4,234,Big Spender,0,0.11152027424695132
13870.0,2,8,2770.94,4,4,4,444,Champions,0,0.1663145450330305
13871.0,23,13,6403.25,3,4,4,344,Big Spender,0,0.17276455196301296
13873.0,120,3,389.6,2,3,2,232,Other,0,0.1061986772082169
13874.0,358,1,540.45,1,1,2,112,Other,1,0.007392017374653581
13875.0,54,5,1786.79,2,4,4,244,Big Spender,0,0.13859879787003562
13876.0,64,1,122.7,2,1,1,211,Other,0,0.12487713673763812
13877.0,86,1,117.24,2,1,1,211,Other,0,0.11602020878928891
13878.0,55,1,1281.53,2,1,3,213,Other,0,0.1305642851756032
13880.0,21,13,3219.77,3,4,4,344,Big Spender,0,0.16788815947708546
13881.0,4,20,17159.52,4,4,4,444,Champions,2,0.21137790835228878
13882.0,3,5,1191.13,4,4,3,443,Potential Loyalist,0,0.15804527051574394
13883.0,11,5,2674.48,4,4,4,444,Champions,0,0.15747503950323755
13884.0,7,5,787.6,4,4,3,443,Potential Loyalist,0,0.1557166223143416
13885.0,189,2,506.8,1,2,2,122,Other,1,0.07697713026130298
13886.0,71,1,243.56,2,1,1,211,Other,0,0.1222777889660708
13887.0,204,1,349.55,1,1,2,112,Other,1,0.06898166550447497
13888.0,120,2,605.63,2,2,2,222,Other,0,0.10490147428289112
